1,1,2,2,107.625,-31.25,107.625,-37.5
-125,-130,-125,-150,107.625,-29.5736,107.625,-35.8236
107.625,107.625,-31.25,-37.5,107.625,-27.8972,107.625,-34.6472
400,400,400,400,107.625,-26.2208,107.625,-33.4708
13.4112,13.4112,13.4112,13.4112,107.625,-24.5444,107.625,-32.2944
13.4112,13.4112,13.4112,13.4112,107.625,-22.868,107.625,-31.118
39.14638511,39.51920783,39.14638511,41.01049869,107.625,-21.1916,107.625,-29.9416
3,4,3,4,107.625,-19.5152,107.625,-28.7652
-71.3552,-71.3552,-83.3552,-110.3552,107.625,-17.8388,107.625,-27.5888
-64.6496,-64.6496,-77.6496,-105.6496,107.625,-16.1624,107.625,-26.4124
-57.944,-57.944,-71.944,-100.944,107.625,-14.486,107.625,-25.236
-51.2384,-51.2384,-66.2384,-96.2384,107.625,-12.8096,107.625,-24.0596
-44.5328,-44.5328,-60.5328,-91.5328,107.625,-11.1332,107.625,-22.8832
-37.8272,-37.8272,-54.8272,-86.8272,107.625,-9.4568,107.625,-21.7068
-31.1216,-31.1216,-49.1216,-82.1216,107.625,-7.7804,107.625,-20.5304
-24.416,-24.416,-43.416,-77.416,107.625,-6.104,107.625,-19.354
-17.7104,-17.7104,-37.7104,-72.7104,107.625,-4.4276,107.625,-18.1776
-11.0048,-11.0048,-32.0048,-68.0048,107.625,-2.7512,107.625,-17.0012
-4.2992,-4.2992,-26.2992,-63.2992,107.625,-1.0748,107.625,-15.8248
2.4064,2.4064,-20.5936,-58.5936,107.625,0.6016,107.625,-14.6484
9.40291301,9.296252332,-14.888,-53.888,107.625,2.324063083,107.625,-13.472
16.96048254,16.54286187,-8.816832201,-48.8168322,107.625,4.135715467,107.625,-12.20420805
25.04795434,24.12860743,-2.397717789,-43.39771779,107.625,6.032151856,107.625,-10.84942945
33.63417415,32.03586781,4.351722048,-37.64827795,107.625,8.008966954,107.625,-9.412069488
42.68798774,40.24702185,11.2867381,-31.58613388,107.625,10.06175546,107.625,-7.896533469
52.17824083,48.74444834,18.20925415,-25.22890675,107.625,12.18611209,107.625,-6.307226687
62.0737792,57.51052611,25.1192702,-18.59421775,107.625,14.37763153,107.625,-4.648554438
72.34344858,66.52763396,32.01678625,-11.69968808,107.625,16.63190849,107.625,-2.924922019
82.95609472,75.77815071,38.9018023,-4.562938911,107.625,18.94453768,107.625,-1.140734728
93.88056338,85.24445518,45.77431836,2.798408562,107.625,21.31111379,107.625,0.69960214
105.0857003,94.90892617,52.63433441,10.43904064,107.625,23.72723154,107.625,2.60976016
116.5403512,104.7539425,59.48185046,18.06717272,107.625,26.18848563,107.625,4.516793179
128.2133619,114.761883,66.31686651,25.6828048,107.625,28.69047075,107.625,6.420701199
140.0735781,124.9151264,73.13938256,33.28593687,107.625,31.22878161,107.625,8.321484218
152.0898456,135.1960517,79.94939861,40.87656895,107.625,33.79901292,107.625,10.21914224
164.2310101,145.5870375,86.74691466,48.45470103,107.625,36.39675937,107.625,12.11367526
176.4659173,156.0704627,93.53193072,56.02033311,107.625,39.01761568,107.625,14.00508328
188.7634131,166.6287062,100.3044468,63.57346519,107.625,41.65717654,107.625,15.8933663
201.092343,177.2441466,107.0644628,71.11409726,107.625,44.31103666,107.625,17.77852432
213.4215531,187.899163,113.8119789,78.64222934,107.625,46.97479074,107.625,19.66055734
225.7198889,198.5761339,120.5469949,86.15786142,107.625,49.64403348,107.625,21.53946535
237.9561961,209.2574384,127.269511,93.6609935,107.625,52.3143596,107.625,23.41524837
250.0993206,219.9254551,133.979527,101.1516256,107.625,54.98136378,107.625,25.28790639
262.1181083,230.562563,140.6770431,108.6297577,107.625,57.64064074,107.625,27.15743941
273.9814047,241.1511407,147.3620591,116.0953897,107.625,60.28778518,107.625,29.02384743
285.6580548,251.6735671,154.0345752,123.5485218,107.625,62.91839178,107.625,30.88713045
297.1169074,262.1122212,160.6945912,130.9891539,107.625,65.52805529,107.625,32.74728847
308.326804,272.4494813,167.3421073,138.417286,107.625,68.11237032,107.625,34.60432149
319.256592,282.6677267,173.9771233,145.832918,107.625,70.66693167,107.625,36.45822951
329.8751178,292.7493356,180.5996394,153.2360501,107.625,73.1873339,107.625,38.30901253
340.1512226,302.6766876,187.2096554,160.6266822,107.625,75.6691719,107.625,40.15667055
350.0537656,312.4321596,193.8071715,168.0048143,107.625,78.10803991,107.625,42.00120357
359.5515445,321.998137,200.3921875,175.3704464,107.625,80.49953426,107.625,43.84261159
368.6134069,331.3569844,206.9647036,182.7235784,107.625,82.8392461,107.625,45.68089461
