107.625,-31.25,107.625,107.625,-37.5
107.625,-29.5736,107.625,107.625,-35.8236
107.625,-27.8972,107.625,107.625,-34.3972
107.625,-26.2208,107.625,107.625,-32.9708
107.625,-24.5444,107.625,107.625,-31.5444
107.625,-22.868,107.625,107.625,-30.118
107.625,-21.1916,107.625,107.625,-28.6916
107.625,-19.5152,107.625,107.625,-27.2652
107.625,-17.8388,107.625,107.625,-25.8388
107.625,-16.1624,107.625,107.625,-24.4124
107.625,-14.486,107.625,107.625,-22.986
107.625,-12.8096,107.625,107.625,-21.5596
107.625,-11.1332,107.625,107.625,-20.1332
107.625,-9.4568,107.625,107.625,-18.7068
107.625,-7.7804,107.625,107.625,-17.2804
107.625,-6.104,107.625,107.625,-15.854
107.625,-4.4276,107.625,107.625,-14.4276
107.625,-2.7512,107.625,107.625,-13.0012
107.625,-1.0748,107.625,107.625,-11.5748
107.625,0.6016,107.625,107.625,-10.1484
107.625,2.308666095,107.625,107.625,-8.722
107.625,4.075265571,107.625,107.625,-7.2956
107.625,5.898700218,107.625,107.625,-5.8692
107.625,7.776271825,107.625,107.625,-4.430050865
107.625,9.70528218,107.625,107.625,-2.97862005
107.625,11.68303307,107.625,107.625,-1.506730424
107.625,13.70682629,107.625,107.625,-0.015211515
107.625,15.77396363,107.625,107.625,1.495107149
107.625,17.88174686,107.625,107.625,3.340648437
107.625,20.0274778,107.625,107.625,5.183064725
107.625,22.20845821,107.625,107.625,7.022356013
107.625,24.42198989,107.625,107.625,8.858522301
107.625,26.66537464,107.625,107.625,10.69156359
107.625,28.93591423,107.625,107.625,12.52147988
107.625,31.23091047,107.625,107.625,14.34827116
107.625,33.54766512,107.625,107.625,16.17193745
107.625,35.88348,107.625,107.625,17.99247874
107.625,38.23565687,107.625,107.625,19.80989503
107.625,40.60149755,107.625,107.625,21.62418632
107.625,42.9783038,107.625,107.625,23.4353526
107.625,45.36337742,107.625,107.625,25.24339389
107.625,47.75402021,107.625,107.625,27.04831018
107.625,50.14753396,107.625,107.625,28.85010147
107.625,52.54122043,107.625,107.625,30.64876776
107.625,54.93238143,107.625,107.625,32.44430904
107.625,57.31831875,107.625,107.625,34.23672533
107.625,59.69633414,107.625,107.625,36.02601662
107.625,62.06372942,107.625,107.625,37.81218291
107.625,64.41780637,107.625,107.625,39.5952242
107.625,66.75586683,107.625,107.625,41.37514048
107.625,69.07521257,107.625,107.625,43.15193177
107.625,71.37314531,107.625,107.625,44.92559806
107.625,73.64696687,107.625,107.625,46.69613935
107.625,75.89397918,107.625,107.625,48.46355564
107.625,78.11148384,107.625,107.625,50.22784692
107.625,80.29678287,107.625,107.625,51.98901321
107.625,82.44717793,107.625,107.625,53.7470545
107.625,84.55996965,107.625,107.625,55.50197079
107.625,86.63246133,107.625,107.625,57.25376208
107.625,88.66195071,107.625,107.625,59.00242836
107.625,90.6457404,107.625,107.625,60.74796965
107.625,92.58020197,107.625,107.625,62.49038594
107.625,94.46439094,107.625,107.625,64.22967723
107.625,96.14079094,107.625,107.625,65.96584352
107.625,97.81719094,107.625,107.625,67.6988848
107.625,99.49359094,107.625,107.625,69.42880109
107.625,101.1699909,107.625,107.625,71.15559238
107.625,102.8463909,107.625,107.625,72.87925867
107.625,104.5227909,107.625,107.625,74.59979996
107.625,106.1991909,107.625,107.625,76.31721624
107.625,107.625,107.625,107.625,78.03150753
107.625,107.625,107.625,107.625,79.74267382
107.625,107.625,107.625,107.625,81.45071511
107.625,107.625,107.625,107.625,83.1556314
107.625,107.625,107.625,107.625,84.85742268
107.625,107.625,107.625,107.625,86.55608897
107.625,107.625,107.625,107.625,88.25163026
107.625,107.625,107.625,107.625,89.94404655
107.625,107.625,107.625,107.625,91.63333784
107.625,107.625,107.625,107.625,93.31950412
107.625,107.625,107.625,107.625,95.00254541
107.625,107.625,107.625,107.625,96.6824617
107.625,107.625,107.625,107.625,98.35925299
107.625,107.625,107.625,107.625,100.0329193
107.625,107.625,107.625,107.625,101.7034606
107.625,107.625,107.625,107.625,103.3708769
107.625,107.625,107.625,107.625,105.0351681
107.625,107.625,107.625,107.625,106.6963344
107.625,107.625,107.625,107.625,107.625
107.625,107.625,107.625,107.625,107.625
